archivo,codprov,provincia,coddepto,circuito
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00001
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00002
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00003
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00004
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00005
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00006
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00007
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00008
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00009
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00010
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00011
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00012
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00013
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00014
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00015
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00016
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00017
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00018
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,001,00019
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00020
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00021
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00022
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00023
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00024
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00025
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00026
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00027
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00028
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,002,00029
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00030
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00031
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00032
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00033
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00034
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00035
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00036
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00037
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00038
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00039
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00040
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00041
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,003,00042
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00043
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00044
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00045
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00046
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00047
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00048
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00049
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00050
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00051
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00052
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00053
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00054
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00055
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00056
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,004,00057
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00058
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00059
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00060
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00061
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00062
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00063
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00064
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00065
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00066
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,005,00067
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00068
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00069
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00070
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00071
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00072
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00073
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,006,00074
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00075
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00076
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00077
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00078
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00079
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00080
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00081
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00082
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00083
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00084
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00085
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,007,00086
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,008,00087
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,008,00088
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,008,00089
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,008,00090
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00091
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00092
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00093
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00094
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00095
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00096
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00097
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00098
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00099
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00100
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,009,00101
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00102
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00103
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00104
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00105
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00106
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00107
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00108
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00109
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00110
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00111
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,010,00112
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00113
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00114
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00115
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00116
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00117
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00118
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00119
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00120
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00121
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00122
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,011,00123
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00124
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00125
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00126
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00127
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00128
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00129
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00130
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00131
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00132
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,012,00133
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00134
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00135
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00136
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00137
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00138
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00139
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00140
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00141
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00142
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00143
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00144
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00145
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00146
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,013,00147
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00148
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00149
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00150
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00151
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00152
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00153
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00154
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00155
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00156
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,014,00157
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00158
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00159
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00160
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00161
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00162
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00163
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00164
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00165
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00166
CABA.geojson,01,Ciudad Autónoma de Buenos Aires,015,00167
CATAMARCA.geojson,03,Catamarca,010,00082
CATAMARCA.geojson,03,Catamarca,010,00083
CATAMARCA.geojson,03,Catamarca,010,00084
CATAMARCA.geojson,03,Catamarca,010,00085
CATAMARCA.geojson,03,Catamarca,010,00086
CATAMARCA.geojson,03,Catamarca,010,00087
CATAMARCA.geojson,03,Catamarca,010,00088
CATAMARCA.geojson,03,Catamarca,010,00089
CATAMARCA.geojson,03,Catamarca,004,00033
CATAMARCA.geojson,03,Catamarca,004,00034
CATAMARCA.geojson,03,Catamarca,004,00035
CATAMARCA.geojson,03,Catamarca,004,00036
CATAMARCA.geojson,03,Catamarca,004,00037
CATAMARCA.geojson,03,Catamarca,004,00038
CATAMARCA.geojson,03,Catamarca,004,00039
CATAMARCA.geojson,03,Catamarca,004,00040
CATAMARCA.geojson,03,Catamarca,004,00041
CATAMARCA.geojson,03,Catamarca,004,00042
CATAMARCA.geojson,03,Catamarca,004,00043
CATAMARCA.geojson,03,Catamarca,012,00099
CATAMARCA.geojson,03,Catamarca,012,00100
CATAMARCA.geojson,03,Catamarca,012,00101
CATAMARCA.geojson,03,Catamarca,012,00102
CATAMARCA.geojson,03,Catamarca,012,00103
CATAMARCA.geojson,03,Catamarca,012,00104
CATAMARCA.geojson,03,Catamarca,012,00105
CATAMARCA.geojson,03,Catamarca,012,00106
CATAMARCA.geojson,03,Catamarca,012,00107
CATAMARCA.geojson,03,Catamarca,012,00108
CATAMARCA.geojson,03,Catamarca,012,00109
CATAMARCA.geojson,03,Catamarca,014,00126
CATAMARCA.geojson,03,Catamarca,014,00127
CATAMARCA.geojson,03,Catamarca,013,00110
CATAMARCA.geojson,03,Catamarca,013,00111
CATAMARCA.geojson,03,Catamarca,013,00112
CATAMARCA.geojson,03,Catamarca,013,00113
CATAMARCA.geojson,03,Catamarca,013,00114
CATAMARCA.geojson,03,Catamarca,013,00115
CATAMARCA.geojson,03,Catamarca,013,00116
CATAMARCA.geojson,03,Catamarca,013,00117
CATAMARCA.geojson,03,Catamarca,013,00118
CATAMARCA.geojson,03,Catamarca,013,00119
CATAMARCA.geojson,03,Catamarca,013,00120
CATAMARCA.geojson,03,Catamarca,013,00121
CATAMARCA.geojson,03,Catamarca,013,00122
CATAMARCA.geojson,03,Catamarca,013,00123
CATAMARCA.geojson,03,Catamarca,013,00124
CATAMARCA.geojson,03,Catamarca,013,00125
CATAMARCA.geojson,03,Catamarca,002,00010
CATAMARCA.geojson,03,Catamarca,002,00011
CATAMARCA.geojson,03,Catamarca,002,00012
CATAMARCA.geojson,03,Catamarca,002,00013
CATAMARCA.geojson,03,Catamarca,002,00014
CATAMARCA.geojson,03,Catamarca,002,00015
CATAMARCA.geojson,03,Catamarca,002,00016
CATAMARCA.geojson,03,Catamarca,002,00017
CATAMARCA.geojson,03,Catamarca,002,00018
CATAMARCA.geojson,03,Catamarca,002,00019
CATAMARCA.geojson,03,Catamarca,002,00020
CATAMARCA.geojson,03,Catamarca,002,00021
CATAMARCA.geojson,03,Catamarca,001,00001
CATAMARCA.geojson,03,Catamarca,001,00002
CATAMARCA.geojson,03,Catamarca,001,00003
CATAMARCA.geojson,03,Catamarca,001,00004
CATAMARCA.geojson,03,Catamarca,001,00005
CATAMARCA.geojson,03,Catamarca,001,00006
CATAMARCA.geojson,03,Catamarca,001,00007
CATAMARCA.geojson,03,Catamarca,001,00008
CATAMARCA.geojson,03,Catamarca,001,00009
CATAMARCA.geojson,03,Catamarca,005,00044
CATAMARCA.geojson,03,Catamarca,005,00045
CATAMARCA.geojson,03,Catamarca,005,00046
CATAMARCA.geojson,03,Catamarca,005,00047
CATAMARCA.geojson,03,Catamarca,005,00048
CATAMARCA.geojson,03,Catamarca,005,00049
CATAMARCA.geojson,03,Catamarca,005,00050
CATAMARCA.geojson,03,Catamarca,005,0044A
CATAMARCA.geojson,03,Catamarca,009,00077
CATAMARCA.geojson,03,Catamarca,009,00078
CATAMARCA.geojson,03,Catamarca,009,00079
CATAMARCA.geojson,03,Catamarca,009,00080
CATAMARCA.geojson,03,Catamarca,009,00081
CATAMARCA.geojson,03,Catamarca,003,00022
CATAMARCA.geojson,03,Catamarca,003,00023
CATAMARCA.geojson,03,Catamarca,003,00024
CATAMARCA.geojson,03,Catamarca,003,00025
CATAMARCA.geojson,03,Catamarca,003,00026
CATAMARCA.geojson,03,Catamarca,003,00027
CATAMARCA.geojson,03,Catamarca,003,00028
CATAMARCA.geojson,03,Catamarca,003,00029
CATAMARCA.geojson,03,Catamarca,003,00030
CATAMARCA.geojson,03,Catamarca,003,00031
CATAMARCA.geojson,03,Catamarca,003,00032
CATAMARCA.geojson,03,Catamarca,007,00062
CATAMARCA.geojson,03,Catamarca,007,00063
CATAMARCA.geojson,03,Catamarca,007,00064
CATAMARCA.geojson,03,Catamarca,007,00065
CATAMARCA.geojson,03,Catamarca,007,00066
CATAMARCA.geojson,03,Catamarca,007,00067
CATAMARCA.geojson,03,Catamarca,007,00068
CATAMARCA.geojson,03,Catamarca,011,00090
CATAMARCA.geojson,03,Catamarca,011,00091
CATAMARCA.geojson,03,Catamarca,011,00092
CATAMARCA.geojson,03,Catamarca,011,00093
CATAMARCA.geojson,03,Catamarca,011,00094
CATAMARCA.geojson,03,Catamarca,011,00095
CATAMARCA.geojson,03,Catamarca,011,00096
CATAMARCA.geojson,03,Catamarca,011,00097
CATAMARCA.geojson,03,Catamarca,011,00098
CATAMARCA.geojson,03,Catamarca,016,00144
CATAMARCA.geojson,03,Catamarca,016,00145
CATAMARCA.geojson,03,Catamarca,016,00146
CATAMARCA.geojson,03,Catamarca,016,00147
CATAMARCA.geojson,03,Catamarca,016,00148
CATAMARCA.geojson,03,Catamarca,016,00149
CATAMARCA.geojson,03,Catamarca,016,00150
CATAMARCA.geojson,03,Catamarca,016,00151
CATAMARCA.geojson,03,Catamarca,016,00152
CATAMARCA.geojson,03,Catamarca,016,00153
CATAMARCA.geojson,03,Catamarca,016,00154
CATAMARCA.geojson,03,Catamarca,006,00051
CATAMARCA.geojson,03,Catamarca,006,00052
CATAMARCA.geojson,03,Catamarca,006,00053
CATAMARCA.geojson,03,Catamarca,006,00054
CATAMARCA.geojson,03,Catamarca,006,00055
CATAMARCA.geojson,03,Catamarca,006,00056
CATAMARCA.geojson,03,Catamarca,006,00057
CATAMARCA.geojson,03,Catamarca,006,00058
CATAMARCA.geojson,03,Catamarca,006,00059
CATAMARCA.geojson,03,Catamarca,006,00060
CATAMARCA.geojson,03,Catamarca,006,00061
CATAMARCA.geojson,03,Catamarca,015,00128
CATAMARCA.geojson,03,Catamarca,015,00129
CATAMARCA.geojson,03,Catamarca,015,00130
CATAMARCA.geojson,03,Catamarca,015,00131
CATAMARCA.geojson,03,Catamarca,015,00132
CATAMARCA.geojson,03,Catamarca,015,00133
CATAMARCA.geojson,03,Catamarca,015,00134
CATAMARCA.geojson,03,Catamarca,015,00135
CATAMARCA.geojson,03,Catamarca,015,00136
CATAMARCA.geojson,03,Catamarca,015,00137
CATAMARCA.geojson,03,Catamarca,015,00138
CATAMARCA.geojson,03,Catamarca,015,00139
CATAMARCA.geojson,03,Catamarca,015,00140
CATAMARCA.geojson,03,Catamarca,015,00141
CATAMARCA.geojson,03,Catamarca,015,00142
CATAMARCA.geojson,03,Catamarca,015,00143
CATAMARCA.geojson,03,Catamarca,008,00069
CATAMARCA.geojson,03,Catamarca,008,00070
CATAMARCA.geojson,03,Catamarca,008,00071
CATAMARCA.geojson,03,Catamarca,008,00072
CATAMARCA.geojson,03,Catamarca,008,00073
CATAMARCA.geojson,03,Catamarca,008,00074
CATAMARCA.geojson,03,Catamarca,008,00075
CATAMARCA.geojson,03,Catamarca,008,00076
CHACO.geojson,06,Chaco,001,00001
CHACO.geojson,06,Chaco,001,00002
CHACO.geojson,06,Chaco,001,00003
CHACO.geojson,06,Chaco,001,00004
CHACO.geojson,06,Chaco,001,00006
CHACO.geojson,06,Chaco,001,00009
CHACO.geojson,06,Chaco,001,00010
CHACO.geojson,06,Chaco,001,00012
CHACO.geojson,06,Chaco,001,00014
CHACO.geojson,06,Chaco,001,00015
CHACO.geojson,06,Chaco,001,00017
CHACO.geojson,06,Chaco,001,00018
CHACO.geojson,06,Chaco,001,00018
CHACO.geojson,06,Chaco,001,00020
CHACO.geojson,06,Chaco,001,00021
CHACO.geojson,06,Chaco,001,00023
CHACO.geojson,06,Chaco,001,00023
CHACO.geojson,06,Chaco,001,00024
CHACO.geojson,06,Chaco,001,00025
CHACO.geojson,06,Chaco,001,00026
CHACO.geojson,06,Chaco,001,00027
CHACO.geojson,06,Chaco,002,00028
CHACO.geojson,06,Chaco,002,00029
CHACO.geojson,06,Chaco,002,00030
CHACO.geojson,06,Chaco,002,00031
CHACO.geojson,06,Chaco,003,00032
CHACO.geojson,06,Chaco,003,00033
CHACO.geojson,06,Chaco,003,00034
CHACO.geojson,06,Chaco,003,00035
CHACO.geojson,06,Chaco,004,00037
CHACO.geojson,06,Chaco,004,00038
CHACO.geojson,06,Chaco,004,00039
CHACO.geojson,06,Chaco,004,00040
CHACO.geojson,06,Chaco,005,00041
CHACO.geojson,06,Chaco,005,00042
CHACO.geojson,06,Chaco,005,00043
CHACO.geojson,06,Chaco,005,00044
CHACO.geojson,06,Chaco,006,00045
CHACO.geojson,06,Chaco,006,00046
CHACO.geojson,06,Chaco,006,00047
CHACO.geojson,06,Chaco,006,00048
CHACO.geojson,06,Chaco,007,00049
CHACO.geojson,06,Chaco,007,00050
CHACO.geojson,06,Chaco,007,00052
CHACO.geojson,06,Chaco,007,00053
CHACO.geojson,06,Chaco,007,00054
CHACO.geojson,06,Chaco,007,00054
CHACO.geojson,06,Chaco,007,00056
CHACO.geojson,06,Chaco,007,00057
CHACO.geojson,06,Chaco,008,00058
CHACO.geojson,06,Chaco,008,00059
CHACO.geojson,06,Chaco,001,0005A
CHACO.geojson,06,Chaco,001,0005B
CHACO.geojson,06,Chaco,008,00060
CHACO.geojson,06,Chaco,008,00061
CHACO.geojson,06,Chaco,008,00062
CHACO.geojson,06,Chaco,008,00063
CHACO.geojson,06,Chaco,008,00064
CHACO.geojson,06,Chaco,008,00065
CHACO.geojson,06,Chaco,008,00066
CHACO.geojson,06,Chaco,008,00067
CHACO.geojson,06,Chaco,009,00068
CHACO.geojson,06,Chaco,009,00069
CHACO.geojson,06,Chaco,009,00070
CHACO.geojson,06,Chaco,009,00071
CHACO.geojson,06,Chaco,009,00072
CHACO.geojson,06,Chaco,010,00073
CHACO.geojson,06,Chaco,010,00074
CHACO.geojson,06,Chaco,010,00075
CHACO.geojson,06,Chaco,011,00076
CHACO.geojson,06,Chaco,011,00077
CHACO.geojson,06,Chaco,011,00078
CHACO.geojson,06,Chaco,011,00079
CHACO.geojson,06,Chaco,001,0007A
CHACO.geojson,06,Chaco,001,0007B
CHACO.geojson,06,Chaco,001,0007B
CHACO.geojson,06,Chaco,011,00080
CHACO.geojson,06,Chaco,011,00081
CHACO.geojson,06,Chaco,011,00082
CHACO.geojson,06,Chaco,012,00083
CHACO.geojson,06,Chaco,012,00084
CHACO.geojson,06,Chaco,012,00085
CHACO.geojson,06,Chaco,012,00086
CHACO.geojson,06,Chaco,013,00087
CHACO.geojson,06,Chaco,013,00088
CHACO.geojson,06,Chaco,013,00089
CHACO.geojson,06,Chaco,001,0008A
CHACO.geojson,06,Chaco,001,0008B
CHACO.geojson,06,Chaco,013,00090
CHACO.geojson,06,Chaco,013,00091
CHACO.geojson,06,Chaco,013,00092
CHACO.geojson,06,Chaco,013,00093
CHACO.geojson,06,Chaco,013,00094
CHACO.geojson,06,Chaco,013,00095
CHACO.geojson,06,Chaco,013,00096
CHACO.geojson,06,Chaco,013,00097
CHACO.geojson,06,Chaco,014,00098
CHACO.geojson,06,Chaco,014,00099
CHACO.geojson,06,Chaco,014,00100
CHACO.geojson,06,Chaco,014,00101
CHACO.geojson,06,Chaco,015,00102
CHACO.geojson,06,Chaco,015,00103
CHACO.geojson,06,Chaco,015,00104
CHACO.geojson,06,Chaco,015,00105
CHACO.geojson,06,Chaco,015,00106
CHACO.geojson,06,Chaco,016,00107
CHACO.geojson,06,Chaco,016,00108
CHACO.geojson,06,Chaco,016,00109
CHACO.geojson,06,Chaco,017,00110
CHACO.geojson,06,Chaco,017,00111
CHACO.geojson,06,Chaco,017,00112
CHACO.geojson,06,Chaco,017,00113
CHACO.geojson,06,Chaco,017,00114
CHACO.geojson,06,Chaco,018,00115
CHACO.geojson,06,Chaco,018,00116
CHACO.geojson,06,Chaco,019,00117
CHACO.geojson,06,Chaco,019,00118
CHACO.geojson,06,Chaco,020,00119
CHACO.geojson,06,Chaco,001,0011A
CHACO.geojson,06,Chaco,001,0011B
CHACO.geojson,06,Chaco,020,00120
CHACO.geojson,06,Chaco,021,00121
CHACO.geojson,06,Chaco,021,00122
CHACO.geojson,06,Chaco,021,00123
CHACO.geojson,06,Chaco,021,00124
CHACO.geojson,06,Chaco,021,00125
CHACO.geojson,06,Chaco,022,00126
CHACO.geojson,06,Chaco,022,00127
CHACO.geojson,06,Chaco,023,00128
CHACO.geojson,06,Chaco,023,00129
CHACO.geojson,06,Chaco,024,00130
CHACO.geojson,06,Chaco,024,00131
CHACO.geojson,06,Chaco,024,00132
CHACO.geojson,06,Chaco,024,00133
CHACO.geojson,06,Chaco,025,00136
CHACO.geojson,06,Chaco,025,00137
CHACO.geojson,06,Chaco,025,00139
CHACO.geojson,06,Chaco,001,0013A
CHACO.geojson,06,Chaco,001,0013B
CHACO.geojson,06,Chaco,001,0016A
CHACO.geojson,06,Chaco,001,0016B
CHACO.geojson,06,Chaco,001,0016C
CHACO.geojson,06,Chaco,001,0019A
CHACO.geojson,06,Chaco,001,0019B
CHACO.geojson,06,Chaco,001,0022A
CHACO.geojson,06,Chaco,001,0022B
CHACO.geojson,06,Chaco,007,0055A
CHACO.geojson,06,Chaco,007,0055B
CHACO.geojson,06,Chaco,025,0134A
CHACO.geojson,06,Chaco,025,0134B
CHACO.geojson,06,Chaco,025,0134C
CHACO.geojson,06,Chaco,025,0134D
CHACO.geojson,06,Chaco,025,0135A
CHACO.geojson,06,Chaco,025,0135B
CHACO.geojson,06,Chaco,025,0135C
CHACO.geojson,06,Chaco,025,0138A
CHACO.geojson,06,Chaco,025,0138B
CHUBUT.geojson,07,Chubut,001,00001
CHUBUT.geojson,07,Chubut,001,00002
CHUBUT.geojson,07,Chubut,001,00003
CHUBUT.geojson,07,Chubut,001,00004
CHUBUT.geojson,07,Chubut,001,00005
CHUBUT.geojson,07,Chubut,001,00006
CHUBUT.geojson,07,Chubut,001,00007
CHUBUT.geojson,07,Chubut,001,00008
CHUBUT.geojson,07,Chubut,001,00009
CHUBUT.geojson,07,Chubut,001,00010
CHUBUT.geojson,07,Chubut,001,00011
CHUBUT.geojson,07,Chubut,001,00012
CHUBUT.geojson,07,Chubut,001,00013
CHUBUT.geojson,07,Chubut,001,00014
CHUBUT.geojson,07,Chubut,001,00015
CHUBUT.geojson,07,Chubut,001,00016
CHUBUT.geojson,07,Chubut,001,00017
CHUBUT.geojson,07,Chubut,001,00018
CHUBUT.geojson,07,Chubut,001,00019
CHUBUT.geojson,07,Chubut,001,00020
CHUBUT.geojson,07,Chubut,001,00021
CHUBUT.geojson,07,Chubut,001,00022
CHUBUT.geojson,07,Chubut,001,00023
CHUBUT.geojson,07,Chubut,001,00024
CHUBUT.geojson,07,Chubut,001,00025
CHUBUT.geojson,07,Chubut,002,00026
CHUBUT.geojson,07,Chubut,002,00027
CHUBUT.geojson,07,Chubut,002,00028
CHUBUT.geojson,07,Chubut,002,00029
CHUBUT.geojson,07,Chubut,002,00030
CHUBUT.geojson,07,Chubut,002,00031
CHUBUT.geojson,07,Chubut,002,00032
CHUBUT.geojson,07,Chubut,003,00033
CHUBUT.geojson,07,Chubut,003,00034
CHUBUT.geojson,07,Chubut,004,00035
CHUBUT.geojson,07,Chubut,005,00037
CHUBUT.geojson,07,Chubut,005,00039
CHUBUT.geojson,07,Chubut,005,00040
CHUBUT.geojson,07,Chubut,005,00041
CHUBUT.geojson,07,Chubut,005,00042
CHUBUT.geojson,07,Chubut,005,00043
CHUBUT.geojson,07,Chubut,006,00045
CHUBUT.geojson,07,Chubut,006,00046
CHUBUT.geojson,07,Chubut,006,00047
CHUBUT.geojson,07,Chubut,006,00048
CHUBUT.geojson,07,Chubut,006,00049
CHUBUT.geojson,07,Chubut,006,00051
